dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases,group_value_label
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,17,223,0.2042270777830561,0.0950926584009219,0.1355690956115722,0.4884776651859289,-0.0550330170960637,223,Request For Payment APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,18,87,0.2358832573277297,0.0687438546015365,0.246471107006073,0.373916107416153,0.0171907254542898,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,22,180,0.3188985047137572,0.2172486234092804,0.2520822510123253,0.5038406699895857,0.000630415096465,180,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,23,41,0.2875463839892934,0.1428324771883983,0.2284559309482574,0.6812556385993958,0.0364334350678978,39,Request For Payment REJECTED by ADMINISTRATION
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,25,41,0.4161553688165618,0.4444034500902832,0.2848705351352691,0.4857166409492492,0.0079496793630646,41,Request For Payment REJECTED by EMPLOYEE
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,30,256,0.1036443601333303,0.1587142674720673,0.0397404730319976,0.0543496459722518,-0.0299397665512515,242,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,31,224,0.0730310907374506,0.0119177895472757,0.0397437997162342,0.2105939626693725,0.0093533300201329,224,Request Payment
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,3,199,0.0008638498172089,1.4009153700584564e-06,0.0006138682365417,0.0018813610076904,0.0008455203406175,199,Payment Handled
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,4,215,0.184644880570298,0.1039014256520757,0.083166480064392,0.4499718159437177,-0.0676548197778851,212,Permit APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,5,78,0.2538871586663075,0.0802323562878108,0.2100698612630367,0.43296879529953,-0.0147997441862781,78,Permit APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,7,32,0.2464202892733737,0.2364458881525878,0.1539481282234192,0.5748161435127265,-0.0830693807220086,32,Permit APPROVED by SUPERVISOR
