dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases
BPI20TravelPermitData,gemma-2-2b,llm,RT,relative_prefix_bucket,80-100%,451,0.5120705717726984,0.3491888860668268,0.480721116065979,0.7550695538520813,-0.3459956387422892,421
BPI20TravelPermitData,llama32-1b,llm,RT,relative_prefix_bucket,0-20%,322,0.9063451909026281,1.47085404428897,0.7005368079990149,1.9970924615859988,-0.5434657347139827,309
BPI20TravelPermitData,llama32-1b,llm,RT,relative_prefix_bucket,20-40%,403,0.8624922973708286,1.579228727306294,0.5144665874540806,2.0399334311485293,-0.561028626647263,379
BPI20TravelPermitData,llama32-1b,llm,RT,relative_prefix_bucket,40-60%,432,0.7029896641163051,1.1196466002652492,0.4153226688504219,1.7673436999321,-0.49534751372454966,408
BPI20TravelPermitData,llama32-1b,llm,RT,relative_prefix_bucket,60-80%,392,0.5275417959330335,0.6516721190801695,0.28225012868642807,1.5899932071566583,-0.42505207524070043,373
BPI20TravelPermitData,llama32-1b,llm,RT,relative_prefix_bucket,80-100%,451,0.3023069424724037,0.1939456033931218,0.19923996925354004,0.7438069805502892,-0.07768767206886258,421
BPI20TravelPermitData,rnn,sequence,RT,relative_prefix_bucket,0-20%,322,0.9399813540982696,1.355940475946477,0.8426773361861706,1.8667728126049044,-0.3541471806270944,309
BPI20TravelPermitData,rnn,sequence,RT,relative_prefix_bucket,20-40%,403,0.8745461874795303,1.530716636117671,0.56097811460495,2.0626306354999544,-0.640511865864312,379
BPI20TravelPermitData,rnn,sequence,RT,relative_prefix_bucket,40-60%,432,0.7107118762171551,1.2055856974186965,0.33909050142392516,1.9187453780323276,-0.5761374265507415,408
BPI20TravelPermitData,rnn,sequence,RT,relative_prefix_bucket,60-80%,392,0.4620305172294528,0.6575471015445327,0.17025214433670044,1.7100203901529323,-0.3621515559095816,373
BPI20TravelPermitData,rnn,sequence,RT,relative_prefix_bucket,80-100%,451,0.22496120523487914,0.1735652755209182,0.0890192985534668,0.6327205896377563,-0.0427565264666325,421
BPI20TravelPermitData,saprpt,tabular_fm,RT,relative_prefix_bucket,0-20%,322,0.8970676936000955,1.36197326222483,0.7641587592661381,1.8393023490905764,-0.3037431286242993,309
BPI20TravelPermitData,saprpt,tabular_fm,RT,relative_prefix_bucket,20-40%,403,0.879287474961254,1.5379757092978559,0.6107452660799026,2.0152191638946544,-0.4139588690371104,379
BPI20TravelPermitData,saprpt,tabular_fm,RT,relative_prefix_bucket,40-60%,432,0.7014794513492638,1.1386146122118976,0.3753511421382427,1.7080852270126343,-0.38521011388231136,408
BPI20TravelPermitData,saprpt,tabular_fm,RT,relative_prefix_bucket,60-80%,392,0.44526046956161736,0.5681334594277915,0.18009254336357117,1.3458947062492372,-0.18579263184281963,373
BPI20TravelPermitData,saprpt,tabular_fm,RT,relative_prefix_bucket,80-100%,451,0.2982460612930903,0.19623936303838843,0.17047768831253052,0.7099134922027588,0.12118774454239467,421
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,relative_prefix_bucket,0-20%,322,0.9736359179365559,1.543117095056347,0.8247364908456802,2.024466201523321,-0.535227870747233,309
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,relative_prefix_bucket,20-40%,403,0.9600673700984257,1.7807835585266147,0.6816111505031586,2.238316184282303,-0.486591045630685,379
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,relative_prefix_bucket,40-60%,432,0.7183330398466852,1.1638609335822072,0.3987850770354271,1.7561088919639591,-0.4125108337827475,408
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,relative_prefix_bucket,60-80%,392,0.4154188421574761,0.549328582953212,0.11944395303726196,1.4043203234672548,-0.23790279684759966,373
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,relative_prefix_bucket,80-100%,451,0.2373807272205786,0.1799962975964075,0.07904726266860962,0.7147706151008606,0.05854640400580269,421
BPI20TravelPermitData,transformer,sequence,RT,relative_prefix_bucket,0-20%,322,0.8902150652131285,1.2826710761757252,0.7590811513364315,1.7212560951709754,-0.33221124024824555,309
BPI20TravelPermitData,transformer,sequence,RT,relative_prefix_bucket,20-40%,403,0.8467332688529274,1.4887556879517445,0.5420093312859535,1.9977020502090457,-0.4809338394801621,379
BPI20TravelPermitData,transformer,sequence,RT,relative_prefix_bucket,40-60%,432,0.6230605460945365,0.9728929671300004,0.3190389722585678,1.6461699582636355,-0.3741583474445549,408
BPI20TravelPermitData,transformer,sequence,RT,relative_prefix_bucket,60-80%,392,0.41885680513208784,0.5453981104052896,0.1625199317932129,1.5781583358533686,-0.19782128429877197,373
BPI20TravelPermitData,transformer,sequence,RT,relative_prefix_bucket,80-100%,451,0.20752132586523594,0.13163088046764335,0.09718203544616699,0.62973353266716,0.04594846130524268,421
