dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases
BPI20RequestForPayment,tabpfn3,tabular_fm,NT,prefix_length_bucket,2,372,0.8471971546401149,1.5824942199008563,0.5475336406379938,2.0657908916473398,-0.292031812015295,372
BPI20RequestForPayment,tabpfn3,tabular_fm,NT,prefix_length_bucket,3,371,0.7577348514108585,1.1965599619151415,0.5192133337259293,1.5207898318767548,-0.05061239307756332,371
BPI20RequestForPayment,tabpfn3,tabular_fm,NT,prefix_length_bucket,4-5,664,0.2716259407019804,0.4805434059490652,0.08475587144494057,0.6728826265782123,0.022631246352523386,583
BPI20RequestForPayment,tabpfn3,tabular_fm,NT,prefix_length_bucket,6-10,222,0.2067584074270148,0.39424274788221697,0.00365641713142395,0.6340910226106644,-0.03398743261339831,188
BPI20RequestForPayment,transformer,sequence,NT,prefix_length_bucket,1,367,0.13967268997219667,0.3721318163360402,0.04045647382736206,0.06939984560012817,-0.1376866554125778,367
BPI20RequestForPayment,transformer,sequence,NT,prefix_length_bucket,2,372,0.8651424635969033,1.6299914140105762,0.6154863312840462,1.9529753878712661,-0.30631245748497926,372
BPI20RequestForPayment,transformer,sequence,NT,prefix_length_bucket,3,371,0.7932870857445197,1.284744084872396,0.5842130146920681,1.5740887522697449,-0.12956098734584418,371
BPI20RequestForPayment,transformer,sequence,NT,prefix_length_bucket,4-5,664,0.34103446016761374,0.5523681846065368,0.14923900365829468,0.7614608734846117,-0.05985091625522059,583
BPI20RequestForPayment,transformer,sequence,NT,prefix_length_bucket,6-10,222,0.24829777918109955,0.38906204692699403,0.06238079071044922,0.7220621686428786,-0.02137735527352774,188
BPI20TravelPermitData,gemma-2-2b,llm,NT,prefix_length_bucket,1,151,0.39950912373004765,0.24992832545903118,0.37503236532211304,0.4944714903831482,-0.39419563357650445,151
BPI20TravelPermitData,gemma-2-2b,llm,NT,prefix_length_bucket,11-20,403,0.3761305965788815,0.2576037809445371,0.3245760202407837,0.6424976713955403,-0.3227952167067663,343
BPI20TravelPermitData,gemma-2-2b,llm,NT,prefix_length_bucket,2,153,0.3156261332021125,0.1544964998509601,0.2451593279838562,0.6057680428028108,-0.2798023729811855,153
BPI20TravelPermitData,gemma-2-2b,llm,NT,prefix_length_bucket,21-50,71,0.3167051836376039,0.18046186999679278,0.2542693316936493,0.5564554780721664,-0.26731398321268424,54
BPI20TravelPermitData,gemma-2-2b,llm,NT,prefix_length_bucket,3,170,1.073970113794648,4.56115485766821,0.45908441580832005,2.6815533936023694,-0.7694660603246816,170
BPI20TravelPermitData,gemma-2-2b,llm,NT,prefix_length_bucket,4-5,340,0.7274340186908376,1.6342176742089147,0.3460601344704628,1.8275420635938677,-0.5050009319514228,329
BPI20TravelPermitData,gemma-2-2b,llm,NT,prefix_length_bucket,6-10,706,0.5659864668110411,0.9895516777754095,0.3465911950916052,1.129017174243927,-0.4305882867281892,637
BPI20TravelPermitData,llama32-1b,llm,NT,prefix_length_bucket,1,151,0.4537194050873155,0.2951547623996689,0.4410456418991089,0.5142522752285004,-0.4483243782961408,151
BPI20TravelPermitData,llama32-1b,llm,NT,prefix_length_bucket,11-20,403,0.24798957560622772,0.154776182690364,0.17209532856941223,0.4929474174976351,-0.12995417170323634,343
BPI20TravelPermitData,llama32-1b,llm,NT,prefix_length_bucket,2,153,0.22397992367478806,0.09467666349399391,0.15412858128547668,0.49998220987617975,-0.1917125654963813,153
BPI20TravelPermitData,llama32-1b,llm,NT,prefix_length_bucket,21-50,71,0.20909368071023007,0.09595169465001643,0.13581125438213348,0.406384140253067,-0.14735610355478776,54
BPI20TravelPermitData,llama32-1b,llm,NT,prefix_length_bucket,3,170,1.0773384420434013,4.409054558968604,0.49593818560242653,2.486112087965009,-0.6805612101397641,170
